,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2016-09-24_44,44,Berry Goodman,Eye to Eye,0,44,1,2016-09-24
2016-09-24_45,45,EXILE THE SECOND,Shut Up!! Shut Up!! Shut Up!!,53,9,3,2016-09-24
2016-09-24_46,46,ONE OK ROCK,Taking Off,0,46,1,2016-09-24
2016-09-24_47,47,EXILE THE SECOND,Wild Wild Wild,0,47,1,2016-09-24
2016-09-24_48,48,NMB48,Boku Ha Inai,61,1,9,2016-09-24
2016-09-24_49,49,Naoto Inti Raymi,Overflows (Kotoba Ni Dekinakute),64,2,10,2016-09-24
2016-09-24_50,50,Hiroya Ozaki,Hajimari No Machi,0,50,1,2016-09-24
2016-09-24_51,51,[Alexandros],Wataridori,44,3,33,2016-09-24
2016-09-24_52,52,Aiko,Koi Wo Shita No Ha,91,52,2,2016-09-24
2016-09-24_53,53,ONE OK ROCK,Wherever You Are,72,4,39,2016-09-24
2016-09-24_54,54,Sia Featuring Kendrick Lamar,The Greatest,0,54,1,2016-09-24
2016-09-24_55,55,Aqours,Yume Kataru Yori Yume Utaou,33,5,3,2016-09-24
2016-09-24_56,56,Arashi,Power Of The Paradise,69,56,2,2016-09-24
2016-09-24_57,57,FLOW,Kaze No Uta,31,11,3,2016-09-24
2016-09-24_58,58,Flower,Yasashisa De Afureru Youni,24,2,16,2016-09-24
2016-09-24_59,59,MYTH & ROID,Paradisus-Paradoxum,51,12,3,2016-09-24
2016-09-24_60,60,JINTAKA,Choo Choo SHITAIN,0,60,1,2016-09-24
2016-09-24_61,61,Norah Jones,Carry On,99,61,5,2016-09-24
2016-09-24_62,62,Arisa Takigawa,Iroasenai Hitomi,0,62,1,2016-09-24
2016-09-24_63,63,Kis-My-Ft2,Sha La La Summer Time,10,1,3,2016-09-24
2016-09-24_64,64,T.M.Revolution,Raimei,18,18,2,2016-09-24
2016-09-24_65,65,Major Lazer Featuring Justin Bieber & MO,Cold Water,65,32,6,2016-09-24
2016-09-24_66,66,Walkure,Zettai Reido Novatic,50,4,5,2016-09-24
2016-09-24_67,67,Ketsumeishi,Tomo Yo - Kono Saki Mo Zutto...,82,5,25,2016-09-24
2016-09-24_68,68,LiSA,Brave Freak Out,40,7,3,2016-09-24
2016-09-24_69,69,CHiCO with Honey Works,Canele,0,69,1,2016-09-24
2016-09-24_70,70,Ken Hirai,Mahoutte Itte Iikana?,36,4,15,2016-09-24
2016-09-24_71,71,Sandaime J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I,66,1,119,2016-09-24
2016-09-24_72,72,Pharrell Williams,Happy,88,5,92,2016-09-24
2016-09-24_73,73,whiteeeen,Kiseki-Mirai He-,45,14,5,2016-09-24
2016-09-24_74,74,Ariana Grande Featuring Nicki Minaj,Side To Side,0,74,1,2016-09-24
2016-09-24_75,75,BIGBANG,Bang Bang Bang,96,2,42,2016-09-24
2016-09-24_76,76,Kano,nameless,0,76,1,2016-09-24
2016-09-24_77,77,Hailee Steinfeld,Love Myself,58,35,5,2016-09-24
2016-09-24_78,78,palet,Over The Rainbow,0,78,1,2016-09-24
2016-09-24_79,79,Kobukuro,Mirai,81,3,40,2016-09-24
2016-09-24_80,80,Kana Nishino,Torisetsu,83,1,56,2016-09-24
2016-09-24_81,81,Gen Hoshino,Sun,98,2,69,2016-09-24
2016-09-24_82,82,Taro Urashima (Kenta Kiritani),Uminokoe,63,3,41,2016-09-24
2016-09-24_83,83,(Game Music),Junjo Midnight Densetsu,19,19,2,2016-09-24
2016-09-24_84,84,Motohiro Hata,Himawari No Yakusoku,73,2,110,2016-09-24
2016-09-24_85,85,Dream Ami,Try Everything,92,6,18,2016-09-24
2016-09-24_86,86,Eir Aoi,Tsubasa,75,5,9,2016-09-24
2016-09-24_87,87,PENGUIN RESEARCH,Button,0,87,1,2016-09-24
2016-09-24_88,88,AKB48,365 Nichi No Kami Hikouki,93,6,37,2016-09-24
2016-09-24_89,89,Lady Gaga,Perfect Illusion,0,89,1,2016-09-24
2016-09-24_90,90,EXILE ATSUSHI,Ito,0,23,5,2016-09-24
2016-09-24_91,91,Leola,Let It Fly,39,23,6,2016-09-24
2016-09-24_92,92,Natsuki Hanae,Seishun Ha Zankoku Janai,0,92,1,2016-09-24
2016-09-24_93,93,Kohei Fukuda,Kita No Shusse Bune,0,39,2,2016-09-24
2016-09-24_94,94,Little Glee Monster,Watashi Rashiku Ikite Mitai,67,11,4,2016-09-24
2016-09-24_95,95,GReeeeN,Kiseki,0,32,10,2016-09-24
2016-09-24_96,96,Perfume,Flash,0,2,26,2016-09-24
2016-09-24_97,97,Cheeky Parade,Hands Up!,0,97,1,2016-09-24
2016-09-24_98,98,TETSUYA,Time Goes On (Awa No You Ni),0,98,1,2016-09-24
2016-09-24_99,99,Emilia (Cv:Rie Takahashi),Stay Alive,0,25,2,2016-09-24
2016-09-24_100,100,Bastille,Good Grief,0,100,1,2016-09-24
2016-10-01_1,1,Arashi,Power Of The Paradise,56,1,3,2016-10-01
2016-10-01_2,2,RADWIMPS,Zenzenzense,2,2,12,2016-10-01
2016-10-01_3,3,JY,Suki Na Hito Ga Iru Koto,6,3,9,2016-10-01
2016-10-01_4,4,ONE OK ROCK,Taking Off,46,4,2,2016-10-01
2016-10-01_5,5,RADWIMPS,Nandemo Naiya,5,5,4,2016-10-01
2016-10-01_6,6,Aqours,Yume De Yozora Wo Terashitai,0,6,1,2016-10-01
2016-10-01_7,7,RADWIMPS,Sparkle,7,4,5,2016-10-01
2016-10-01_8,8,HKT48,Saikou Kayo,1,1,2,2016-10-01
2016-10-01_9,9,RADWIMPS,Yume Tourou,8,7,4,2016-10-01
2016-10-01_10,10,Tatsuro Yamashita,Cheer Up! The Summer,42,10,5,2016-10-01
2016-10-01_11,11,SMAP,Sekai Ni Hitotsu Dake No Hana,3,2,37,2016-10-01
2016-10-01_12,12,Hikaru Utada,Michi,0,12,1,2016-10-01
2016-10-01_13,13,Gen Hoshino,Koi,0,13,1,2016-10-01
2016-10-01_14,14,Namie Amuro,Hero,13,3,9,2016-10-01
2016-10-01_15,15,Kenshi Yonezu,Loser,0,15,1,2016-10-01
2016-10-01_16,16,SKE48,Kin No Ai. Gin No Ai,27,1,8,2016-10-01
2016-10-01_17,17,Jang Keun-Suk,Endless Summer,0,17,1,2016-10-01
2016-10-01_18,18,SOLIDEMO,Orange,0,18,1,2016-10-01
2016-10-01_19,19,AKB48,Love Trip,9,1,6,2016-10-01
2016-10-01_20,20,Nogizaka46,Hadashi De Summer,20,1,12,2016-10-01
2016-10-01_21,21,Ikimono-gakari,Last Scene,17,17,4,2016-10-01
2016-10-01_22,22,AAA,Namida No Nai Sekai,0,22,2,2016-10-01
2016-10-01_23,23,Flower,Hoka No Dareka Yori Kanashii Koi Wo Shita Dake,33,23,2,2016-10-01
2016-10-01_24,24,CHiCO with Honey Works,Canele,69,24,2,2016-10-01
2016-10-01_25,25,Naoto Inti Raymi,Overflows (Kotoba Ni Dekinakute),49,2,11,2016-10-01
2016-10-01_26,26,EXILE,Joy-Ride -Kanki No Drive-,14,2,8,2016-10-01
2016-10-01_27,27,BUMP OF CHICKEN,Aria,21,9,7,2016-10-01
2016-10-01_28,28,Momoiro Clover Z,The Golden History,4,4,3,2016-10-01
2016-10-01_29,29,Aimer,Chouchou Musubi,24,8,7,2016-10-01
2016-10-01_30,30,Superfly,Good-bye,0,30,1,2016-10-01
2016-10-01_31,31,Izzy Bizu,White Tiger,19,19,3,2016-10-01
2016-10-01_32,32,Mucc,Classic,0,32,1,2016-10-01
2016-10-01_33,33,Claris x Garnidelia,Clever,0,33,1,2016-10-01
2016-10-01_34,34,The Chainsmokers Featuring Halsey,Closer,34,34,5,2016-10-01
2016-10-01_35,35,Lady Gaga,Perfect Illusion,89,35,2,2016-10-01
2016-10-01_36,36,Ikimono-gakari,Arigato,0,36,7,2016-10-01
2016-10-01_37,37,Keyakizaka46,Sekai Niha Ai Shikanai,23,1,10,2016-10-01
2016-10-01_38,38,The Cro-Magnons,Petenshi Rock,0,38,1,2016-10-01
2016-10-01_39,39,Kana Nishino,Kimi Ga Suki,36,36,3,2016-10-01
2016-10-01_40,40,Aiko,Koi Wo Shita No Ha,52,40,3,2016-10-01
2016-10-01_41,41,Kana Nishino,Torisetsu,80,1,57,2016-10-01
2016-10-01_42,42,[Alexandros],Swan,16,4,5,2016-10-01
2016-10-01_43,43,ONE OK ROCK,Wherever You Are,53,4,40,2016-10-01
2016-10-01_44,44,Kana Nishino,Have A Nice Day,38,4,11,2016-10-01
2016-10-01_45,45,Hikaru Utada Featuring Sheena Ringo,2jikan Dake No Vacances,0,45,1,2016-10-01
2016-10-01_46,46,Britney Spears Featuring G-Eazy,Make Me...,0,46,2,2016-10-01
2016-10-01_47,47,Batten Showjo Tai,Yoka Yoka Dance,0,47,1,2016-10-01
2016-10-01_48,48,SHISHAMO,Natsu No Koibito,12,12,3,2016-10-01
2016-10-01_49,49,Keyakizaka46,Silent Majority,37,1,27,2016-10-01
2016-10-01_50,50,Erabareshi,Miss Rabbit,0,50,1,2016-10-01
2016-10-01_51,51,Hikaru Utada,Hanataba Wo Kimi Ni,25,2,22,2016-10-01
2016-10-01_52,52,WANIMA,Tomoni,30,2,10,2016-10-01
2016-10-01_53,53,DAOKO,Moshimo Bokura Ga Game No Shuyaku De,0,53,1,2016-10-01
2016-10-01_54,54,Brian The Sun,Maybe,18,18,2,2016-10-01
2016-10-01_55,55,Berry Goodman,Eye to Eye,44,44,2,2016-10-01
2016-10-01_56,56,Nissy (Takahiro Nishijima),Mada Kimi Ha Shiranai MY PRETTIEST GIRL,40,8,9,2016-10-01
2016-10-01_57,57,Sandaime J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I,71,1,120,2016-10-01
2016-10-01_58,58,[Alexandros],Wataridori,51,3,34,2016-10-01
2016-10-01_59,59,Ms. OOJA,Anata Ni Aenaku Naru Hi Made,0,59,1,2016-10-01
2016-10-01_60,60,Flower,Yasashisa De Afureru Youni,58,2,17,2016-10-01
2016-10-01_61,61,Flower,Ningyohime,0,61,1,2016-10-01
2016-10-01_62,62,Major Lazer Featuring Justin Bieber & MO,Cold Water,65,32,7,2016-10-01
2016-10-01_63,63,NMB48,Boku Ha Inai,48,1,10,2016-10-01
2016-10-01_64,64,TRIGGER,Last Dimension (Hikigane Wo Hiku No Ha Dareda),0,64,1,2016-10-01
2016-10-01_65,65,Aqours,Yume Kataru Yori Yume Utaou,55,5,4,2016-10-01
2016-10-01_66,66,Sia Featuring Kendrick Lamar,The Greatest,54,54,2,2016-10-01
2016-10-01_67,67,Kohei Fukuda,Kita No Shusse Bune,93,39,3,2016-10-01
2016-10-01_68,68,Ketsumeishi,Tomo Yo - Kono Saki Mo Zutto...,67,5,26,2016-10-01
2016-10-01_69,69,Creephyp,Oni,32,14,6,2016-10-01
2016-10-01_70,70,Ayaka,Nijiiro,0,5,67,2016-10-01
2016-10-01_71,71,Crystal Kay,Lovin` You,0,71,1,2016-10-01
2016-10-01_72,72,Motohiro Hata,Himawari No Yakusoku,84,2,111,2016-10-01
2016-10-01_73,73,whiteeeen,Kiseki-Mirai He-,73,14,6,2016-10-01
2016-10-01_74,74,BIGBANG,Bang Bang Bang,75,2,43,2016-10-01
2016-10-01_75,75,Pharrell Williams,Happy,72,5,93,2016-10-01
2016-10-01_76,76,ACE OF SPADES \xc3\x97 PKCZ,Time Flies,0,76,1,2016-10-01
2016-10-01_77,77,Kobukuro,Mirai,79,3,41,2016-10-01
2016-10-01_78,78,Eric Clapton,Change The World,0,48,4,2016-10-01
2016-10-01_79,79,KANA-BOON,Wake up,0,79,1,2016-10-01
2016-10-01_80,80,Kis-My-Ft2,Sha La La Summer Time,63,1,4,2016-10-01
2016-10-01_81,81,Walkure,Zettai Reido Novatic,66,4,6,2016-10-01
2016-10-01_82,82,Tokyo Ska Paradise Orchestra Feat.Ken Yokoyama,Sayonara Hotel,15,15,2,2016-10-01
2016-10-01_83,83,ONE OK ROCK,The Beginning,0,2,36,2016-10-01
2016-10-01_84,84,MYTH & ROID,Paradisus-Paradoxum,59,12,4,2016-10-01
2016-10-01_85,85,Taro Urashima (Kenta Kiritani),Uminokoe,82,3,42,2016-10-01
2016-10-01_86,86,Bastille,Good Grief,100,86,2,2016-10-01
2016-10-01_87,87,04 Limited Sazabys,Horizon,0,87,1,2016-10-01
2016-10-01_88,88,GReeeeN,Kiseki,95,32,11,2016-10-01
2016-10-01_89,89,GReeeeN,Beautiful Days,0,23,6,2016-10-01
2016-10-01_90,90,LiSA,Brave Freak Out,68,7,4,2016-10-01
2016-10-01_91,91,Hey! Say! JUMP,Fantastic Time,0,91,1,2016-10-01
2016-10-01_92,92,ONE OK ROCK,Always Coming Back,0,9,12,2016-10-01
2016-10-01_93,93,Perfume,Flash,96,2,27,2016-10-01
2016-10-01_94,94,Dream Ami,Try Everything,85,6,19,2016-10-01
2016-10-01_95,95,Gesu No Kiwami Otome.,Shiawase Ringo,0,95,1,2016-10-01
2016-10-01_96,96,AKB48,365 Nichi No Kami Hikouki,88,6,38,2016-10-01
2016-10-01_97,97,Ken Hirai,Mahoutte Itte Iikana?,70,4,16,2016-10-01
2016-10-01_98,98,Sakura Fujiwara,Soup,0,2,18,2016-10-01
2016-10-01_99,99,Yu Takahashi,Hikari No Hahen,43,13,5,2016-10-01
2016-10-01_100,100,FLOW,Kaze No Uta,57,11,4,2016-10-01
2016-10-08_1,1,RADWIMPS,Zenzenzense,2,1,13,2016-10-08
2016-10-08_2,2,EXILE THE SECOND,Wild Wild Wild,0,2,2,2016-10-08
2016-10-08_3,3,JY,Suki Na Hito Ga Iru Koto,3,3,10,2016-10-08
2016-10-08_4,4,Aiko,Koi Wo Shita No Ha,40,4,4,2016-10-08
2016-10-08_5,5,Arashi,Power Of The Paradise,1,1,4,2016-10-08
2016-10-08_6,6,Seiko Matsuda,Bara No Youni Saite Sakura No Youni Chitte,0,6,1,2016-10-08
2016-10-08_7,7,RADWIMPS,Nandemo Naiya,5,5,5,2016-10-08
2016-10-08_8,8,RADWIMPS,Sparkle,7,4,6,2016-10-08
2016-10-08_9,9,Gen Hoshino,Koi,13,9,2,2016-10-08
2016-10-08_10,10,Hikaru Utada,Michi,12,10,2,2016-10-08
2016-10-08_11,11,Niji No Conquistador,Kagirinaku Bouken Ni Chikai Summer,0,11,1,2016-10-08
2016-10-08_12,12,RADWIMPS,Yume Tourou,9,7,5,2016-10-08
2016-10-08_13,13,CLEAR'S,Kirari Nippon,0,13,1,2016-10-08
2016-10-08_14,14,Arsmagna,Everyell,0,14,1,2016-10-08
2016-10-08_15,15,Utada Hikaru,Sakura Nagashi,0,15,1,2016-10-08
2016-10-08_16,16,ONE OK ROCK,Taking Off,4,4,3,2016-10-08
2016-10-08_17,17,Namie Amuro,Hero,14,3,10,2016-10-08
2016-10-08_18,18,SMAP,Sekai Ni Hitotsu Dake No Hana,11,2,38,2016-10-08
2016-10-08_19,19,JINTAKA,Choo Choo SHITAIN,0,19,2,2016-10-08
2016-10-08_20,20,Shiritsu Ebisu Chugaku,Massugu,0,20,1,2016-10-08
2016-10-08_21,21,Mariya Nishiuchi,Believe,0,21,1,2016-10-08
2016-10-08_22,22,JUJU,Roppongi Shinjuu,0,22,1,2016-10-08
2016-10-08_23,23,Hikaru Utada,Hanataba Wo Kimi Ni,51,2,23,2016-10-08
2016-10-08_24,24,Ikimono-gakari,Last Scene,21,17,5,2016-10-08
2016-10-08_25,25,Aimer,Chouchou Musubi,29,8,8,2016-10-08
2016-10-08_26,26,Kana Nishino,Kimi Ga Suki,39,26,4,2016-10-08
2016-10-08_27,27,Gen Hoshino,Sun,0,2,70,2016-10-08
2016-10-08_28,28,GENERATIONS from EXILE TRIBE,Pierrot,0,28,1,2016-10-08
2016-10-08_29,29,The Chainsmokers Featuring Halsey,Closer,34,29,6,2016-10-08
2016-10-08_30,30,AKB48,Love Trip,19,1,7,2016-10-08
2016-10-08_31,31,(Game Music),Boku Tachi No Resistance,0,31,1,2016-10-08
2016-10-08_32,32,Sandaime J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I,57,1,121,2016-10-08
2016-10-08_33,33,Flower,Hoka No Dareka Yori Kanashii Koi Wo Shita Dake,23,23,3,2016-10-08
2016-10-08_34,34,Izzy Bizu,White Tiger,31,19,4,2016-10-08
2016-10-08_35,35,Aqours,Yume De Yozora Wo Terashitai,6,6,2,2016-10-08
2016-10-08_36,36,BUCK-TICK,New World,0,36,1,2016-10-08
2016-10-08_37,37,Itowokashi,Stardust,0,37,1,2016-10-08
2016-10-08_38,38,Kana Nishino,Torisetsu,41,1,58,2016-10-08
2016-10-08_39,39,Nogizaka46,Hadashi De Summer,20,1,13,2016-10-08
2016-10-08_40,40,Hikaru Utada Featuring Sheena Ringo,2jikan Dake No Vacances,45,40,2,2016-10-08
2016-10-08_41,41,ONE OK ROCK,Wherever You Are,43,4,41,2016-10-08
2016-10-08_42,42,Tatsuro Yamashita,Cheer Up! The Summer,10,10,6,2016-10-08
2016-10-08_43,43,Berry Goodman,Eye to Eye,55,43,3,2016-10-08
2016-10-08_44,44,BUMP OF CHICKEN,Aria,27,9,8,2016-10-08
2016-10-08_45,45,Keyakizaka46,Sekai Niha Ai Shikanai,37,1,11,2016-10-08
2016-10-08_46,46,HKT48,Saikou Kayo,8,1,3,2016-10-08
2016-10-08_47,47,Kana Nishino,Have A Nice Day,44,4,12,2016-10-08
2016-10-08_48,48,ShuuKaRen,Universe,0,35,2,2016-10-08
2016-10-08_49,49,Motohiro Hata,Himawari No Yakusoku,72,2,112,2016-10-08
2016-10-08_50,50,CHiCO with Honey Works,Canele,24,24,3,2016-10-08
2016-10-08_51,51,Keyakizaka46,Silent Majority,49,1,28,2016-10-08
2016-10-08_52,52,Momotamai,Ring the Bell,0,52,1,2016-10-08
2016-10-08_53,53,Naoto Inti Raymi,Overflows (Kotoba Ni Dekinakute),25,2,12,2016-10-08
2016-10-08_54,54,Taro Urashima (Kenta Kiritani),Uminokoe,85,3,43,2016-10-08
2016-10-08_55,55,AKB48,365 Nichi No Kami Hikouki,96,6,39,2016-10-08
2016-10-08_56,56,[Alexandros],Swan,42,4,6,2016-10-08
2016-10-08_57,57,Kenshi Yonezu,Loser,15,15,2,2016-10-08
2016-10-08_58,58,SMAP,Arigato,0,6,7,2016-10-08
2016-10-08_59,59,WANIMA,Tomoni,52,2,11,2016-10-08
2016-10-08_60,60,Lady Gaga,Perfect Illusion,35,35,3,2016-10-08
2016-10-08_61,61,Major Lazer Featuring Justin Bieber & MO,Cold Water,62,32,8,2016-10-08
2016-10-08_62,62,BUMP OF CHICKEN,Answer,0,62,1,2016-10-08
2016-10-08_63,63,Sia Featuring Kendrick Lamar,The Greatest,66,54,3,2016-10-08
2016-10-08_64,64,ShuuKaRen Featuring PKCZ,Take-A-Shot!,0,64,1,2016-10-08
2016-10-08_65,65,[Alexandros],Wataridori,58,3,35,2016-10-08
2016-10-08_66,66,Claris x Garnidelia,Clever,33,33,2,2016-10-08
2016-10-08_67,67,Nissy (Takahiro Nishijima),Mada Kimi Ha Shiranai MY PRETTIEST GIRL,56,8,10,2016-10-08
2016-10-08_68,68,AAA,Namida No Nai Sekai,22,22,3,2016-10-08
2016-10-08_69,69,Shota Shimizu feat.Izumi Nakasone(HY),366 Nichi,0,21,7,2016-10-08
2016-10-08_70,70,RADIO FISH,Ultra Tiger,0,70,1,2016-10-08
2016-10-08_71,71,NMB48,Boku Ha Inai,63,1,11,2016-10-08
2016-10-08_72,72,Momoiro Clover Z,The Golden History,28,4,4,2016-10-08
2016-10-08_73,73,Ketsumeishi,Tomo Yo - Kono Saki Mo Zutto...,68,5,27,2016-10-08
2016-10-08_74,74,Naotaro Moriyama,Natsu No Owari,0,33,13,2016-10-08
2016-10-08_75,75,BIGBANG,Bang Bang Bang,74,2,44,2016-10-08
2016-10-08_76,76,Pharrell Williams,Happy,75,5,94,2016-10-08
2016-10-08_77,77,Perfume,Flash,93,2,28,2016-10-08
2016-10-08_78,78,Momotamai,Yofuke No Amore,0,78,1,2016-10-08
2016-10-08_79,79,Hanako Oku,Omoide Ni Nare,0,79,1,2016-10-08
2016-10-08_80,80,Flower,Yasashisa De Afureru Youni,60,2,18,2016-10-08
2016-10-08_81,81,ONE OK ROCK,The Beginning,83,2,37,2016-10-08
2016-10-08_82,82,Sukima Switch,Kanade,0,58,36,2016-10-08
2016-10-08_83,83,Calvin Harris,My Way,0,83,1,2016-10-08
2016-10-08_84,84,GReeeeN,Kiseki,88,32,12,2016-10-08
2016-10-08_85,85,Kobukuro,Mirai,77,3,42,2016-10-08
2016-10-08_86,86,Rei,Cocoa,0,86,1,2016-10-08
2016-10-08_87,87,SHISHAMO,Natsu No Koibito,48,12,4,2016-10-08
2016-10-08_88,88,MOSHIMO,Inochi Mijikashi Koi Seyo Otome,0,88,1,2016-10-08
2016-10-08_89,89,EXILE,Joy-Ride -Kanki No Drive-,26,2,9,2016-10-08
2016-10-08_90,90,BIGBANG,Fantastic Baby,0,8,62,2016-10-08
2016-10-08_91,91,Aimer,Kataomoi,0,91,1,2016-10-08
2016-10-08_92,92,ONE OK ROCK,Kanzen Kankaku Dreamer,0,40,12,2016-10-08
2016-10-08_93,93,Dream Ami,Try Everything,94,6,20,2016-10-08
2016-10-08_94,94,DAOKO,Moshimo Bokura Ga Game No Shuyaku De,53,53,2,2016-10-08
2016-10-08_95,95,Mai Endo,Tameiki To Fuan No Yoru Ni,0,95,1,2016-10-08
2016-10-08_96,96,Aqours,Yume Kataru Yori Yume Utaou,65,5,5,2016-10-08
2016-10-08_97,97,Mikako Komatsu,Imagine Day. Imagine Life!,0,97,1,2016-10-08
2016-10-08_98,98,MYTH & ROID,Paradisus-Paradoxum,84,12,5,2016-10-08
2016-10-08_99,99,Brian The Sun,Maybe,54,18,3,2016-10-08
2016-10-08_100,100,AAA,Koi Oto To Amazora,0,5,64,2016-10-08
2016-10-15_1,1,iKON,Dumb & Dumber,0,1,1,2016-10-15
2016-10-15_2,2,RADWIMPS,Zenzenzense,1,1,14,2016-10-15
2016-10-15_3,3,Kenshi Yonezu,Loser,57,3,3,2016-10-15
2016-10-15_4,4,RADWIMPS,Nandemo Naiya,7,4,6,2016-10-15
2016-10-15_5,5,Hikaru Utada,Michi,10,5,3,2016-10-15
2016-10-15_6,6,JY,Suki Na Hito Ga Iru Koto,3,3,11,2016-10-15
2016-10-15_7,7,Country Girls,Dodatteiino,0,7,1,2016-10-15
2016-10-15_8,8,RADWIMPS,Sparkle,8,4,7,2016-10-15
2016-10-15_9,9,Gen Hoshino,Koi,9,9,3,2016-10-15
2016-10-15_10,10,Shota Shimizu,My Boo,0,10,1,2016-10-15
2016-10-15_11,11,Kiyoshi Hikawa,Miren Gokoro,0,6,3,2016-10-15
2016-10-15_12,12,UNDEAD,Destruction Road,0,12,1,2016-10-15
2016-10-15_13,13,Seiko Matsuda,Bara No Youni Saite Sakura No Youni Chitte,6,6,2,2016-10-15
2016-10-15_14,14,AAA,Namida No Nai Sekai,68,14,4,2016-10-15
2016-10-15_15,15,Mone Kamishiraishi,Nandemo Naiya,0,15,1,2016-10-15
2016-10-15_16,16,Happiness,Ordinary Girls,0,16,1,2016-10-15
2016-10-15_17,17,Namie Amuro,Hero,17,3,11,2016-10-15
2016-10-15_18,18,Aiko,Koi Wo Shita No Ha,4,4,5,2016-10-15
2016-10-15_19,19,PSY,Gangnam Style,0,19,9,2016-10-15
2016-10-15_20,20,2Wink,Heart Prism Symmetry,0,20,1,2016-10-15
2016-10-15_21,21,SMAP,Sekai Ni Hitotsu Dake No Hana,18,2,39,2016-10-15
2016-10-15_22,22,Arashi,Power Of The Paradise,5,1,5,2016-10-15
2016-10-15_23,23,Hikaru Utada Featuring Sheena Ringo,2jikan Dake No Vacances,40,23,3,2016-10-15
2016-10-15_24,24,Yasutaka Nakata Feat. Kenshi Yonezu,Nanimono,0,24,1,2016-10-15
2016-10-15_25,25,RADWIMPS,Yume Tourou,12,7,6,2016-10-15
2016-10-15_26,26,SEKAI NO OWARI,Hey Ho,0,26,1,2016-10-15
2016-10-15_27,27,Nogizaka46,Hadashi De Summer,39,1,14,2016-10-15
2016-10-15_28,28,Dreaming Monster,Japanese Four Season!,0,28,1,2016-10-15
2016-10-15_29,29,Kenshi Yonezu,Number Nine,0,29,1,2016-10-15
2016-10-15_30,30,The Chainsmokers Featuring Halsey,Closer,29,29,7,2016-10-15
2016-10-15_31,31,Soutarou Itagaki,Mugen Ranbu Shou,0,31,1,2016-10-15
2016-10-15_32,32,Ayaka Sasaki,Ahrin Ha Ahrin,0,32,1,2016-10-15
2016-10-15_33,33,Moso-Calibration,Unbalance Umbrella,0,33,1,2016-10-15
2016-10-15_34,34,ONE OK ROCK,Wherever You Are,41,4,42,2016-10-15
2016-10-15_35,35,Hikaru Utada,Hanataba Wo Kimi Ni,23,2,24,2016-10-15
2016-10-15_36,36,Keyakizaka46,Silent Majority,51,1,29,2016-10-15
2016-10-15_37,37,ShuuKaRen,Universe,48,35,3,2016-10-15
2016-10-15_38,38,LinQ,Furusato Japon,0,38,1,2016-10-15
2016-10-15_39,39,ONE OK ROCK,Taking Off,16,4,4,2016-10-15
2016-10-15_40,40,Ikimono-gakari,Last Scene,24,17,6,2016-10-15
2016-10-15_41,41,Flower,Hoka No Dareka Yori Kanashii Koi Wo Shita Dake,33,23,4,2016-10-15
2016-10-15_42,42,Motohiro Hata,Himawari No Yakusoku,49,2,113,2016-10-15
2016-10-15_43,43,Aimer,Chouchou Musubi,25,8,9,2016-10-15
2016-10-15_44,44,Aqua Timez,12 Gatsu No Himawari,0,44,1,2016-10-15
2016-10-15_45,45,AKB48,Love Trip,30,1,8,2016-10-15
2016-10-15_46,46,EXILE THE SECOND,Wild Wild Wild,2,2,3,2016-10-15
2016-10-15_47,47,Kana Nishino,Kimi Ga Suki,26,26,5,2016-10-15
2016-10-15_48,48,Keyakizaka46,Sekai Niha Ai Shikanai,45,1,12,2016-10-15
2016-10-15_49,49,Gen Hoshino,Sun,27,2,71,2016-10-15
2016-10-15_50,50,Izzy Bizu,White Tiger,34,19,5,2016-10-15
2016-10-15_51,51,BUMP OF CHICKEN,Answer,62,51,2,2016-10-15
2016-10-15_52,52,Lady Gaga,Perfect Illusion,60,35,4,2016-10-15
2016-10-15_53,53,Kana Nishino,Torisetsu,38,1,59,2016-10-15
2016-10-15_54,54,Taro Urashima (Kenta Kiritani),Uminokoe,54,3,44,2016-10-15
2016-10-15_55,55,JUJU,Roppongi Shinjuu,22,22,2,2016-10-15
2016-10-15_56,56,Berry Goodman,Eye to Eye,43,43,4,2016-10-15
2016-10-15_57,57,Kana Nishino,Have A Nice Day,47,4,13,2016-10-15
2016-10-15_58,58,[Alexandros],Wataridori,65,3,36,2016-10-15
2016-10-15_59,59,CLEAR'S,Kirari Nippon,13,13,2,2016-10-15
2016-10-15_60,60,HKT48,Saikou Kayo,46,1,4,2016-10-15
2016-10-15_61,61,NMB48,Boku Ha Inai,71,1,12,2016-10-15
2016-10-15_62,62,Eric Clapton,Change The World,0,48,5,2016-10-15
2016-10-15_63,63,Mariya Nishiuchi,Believe,21,21,2,2016-10-15
2016-10-15_64,64,Sandaime J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I,32,1,122,2016-10-15
2016-10-15_65,65,I Don't Like Mondays.,Crazy,0,65,1,2016-10-15
2016-10-15_66,66,Sia Featuring Kendrick Lamar,The Greatest,63,54,4,2016-10-15
2016-10-15_67,67,Aqours,Yume De Yozora Wo Terashitai,35,6,3,2016-10-15
2016-10-15_68,68,Fifth Harmony,That's My Girl,0,68,1,2016-10-15
2016-10-15_69,69,Walkure,Absolute 5,0,69,1,2016-10-15
