,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2015-12-12_17,17,DJ Snake Featuring Bipolar Sunshine,Middle,15,10,6,2015-12-12
2015-12-12_18,18,Duke Dumont,Ocean Drive,17,14,16,2015-12-12
2015-12-12_19,19,Zara Larsson & MNEK,Never Forget You,18,18,9,2015-12-12
2015-12-12_20,20,Avicii,Broken Arrows,27,10,9,2015-12-12
2015-12-12_21,21,ZHU x AlunaGeorge,Automatic,22,21,10,2015-12-12
2015-12-12_22,22,Sigala,Easy Love,20,16,13,2015-12-12
2015-12-12_23,23,Kygo Featuring Ella Henderson,Here For You,21,12,12,2015-12-12
2015-12-12_24,24,Matoma & The Notorious B.I.G. Featuring Ja Rule & Ralph Tresvant,Old Thing Back,25,24,17,2015-12-12
2015-12-12_25,25,Lucas Nord Featuring Tove Lo,Run On Love,29,25,4,2015-12-12
2015-12-12_26,26,The Chainsmokers & Tritonal Featuring Emily Warren,Until You Were Gone,26,26,10,2015-12-12
2015-12-12_27,27,Dillon Francis & Kygo Featuring James Hersey,Coming Over,30,16,15,2015-12-12
2015-12-12_28,28,Grimes,Flesh Without Blood,23,18,5,2015-12-12
2015-12-12_29,29,Dimitri Vegas & Like Mike Featuring Ne-Yo,Higher Place,31,29,4,2015-12-12
2015-12-12_30,30,Faithless,Insomnia 2.0,24,23,6,2015-12-12
2015-12-12_31,31,Jai Wolf,Indian Summer,32,31,5,2015-12-12
2015-12-12_32,32,Nytrix,Take Me Higher,39,32,3,2015-12-12
2015-12-12_33,33,Scotty Boy Featuring Sue Cho,Spin Spin Sugar,44,33,2,2015-12-12
2015-12-12_34,34,Avicii,For A Better Day,36,17,13,2015-12-12
2015-12-12_35,35,Alex Sensation Featuring Yandel & Shaggy,Bailame,42,35,8,2015-12-12
2015-12-12_36,36,Pitbull,FREE.K,45,36,2,2015-12-12
2015-12-12_37,37,Bleona,Take You Over,28,28,6,2015-12-12
2015-12-12_38,38,Kaskade Featuring Ilsey,Disarm You,38,15,18,2015-12-12
2015-12-12_39,39,Dave Aude Featuring Olivia Newton-John & Chloe Lattanzi,You Have To Believe,41,28,8,2015-12-12
2015-12-12_40,40,"Cash Cash Featuring Busta Rhymes, B.o.B & Neon Hitch",Devil,46,28,16,2015-12-12
2015-12-12_41,41,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,0,41,1,2015-12-12
2015-12-12_42,42,Borgore & G-Eazy,Forbes,48,42,6,2015-12-12
2015-12-12_43,43,The Chainsmokers,New York City,40,29,5,2015-12-12
2015-12-12_44,44,ZHU x Skrillex x THEY,Working For It,37,13,5,2015-12-12
2015-12-12_45,45,Grimes,REALiTi,35,30,3,2015-12-12
2015-12-12_46,46,Punch !nc.,Heaven (Beautiful L!fe),34,34,4,2015-12-12
2015-12-12_47,47,DVBBS,Never Leave,0,47,1,2015-12-12
2015-12-12_48,48,Ralphi Rosario Featuring Julissa Veloz,La Jungla,49,38,5,2015-12-12
2015-12-12_49,49,Knife Party,PLUR Police,0,49,1,2015-12-12
2015-12-12_50,50,Disclosure Featuring The Weeknd,Nocturnal,47,16,7,2015-12-12
2015-12-19_1,1,Major Lazer & DJ Snake Featuring MO,Lean On,0,1,40,2015-12-19
2015-12-19_2,2,Skrillex & Diplo With Justin Bieber,Where Are U Now,2,1,41,2015-12-19
2015-12-19_3,3,The Chainsmokers Featuring Rozes,Roses,3,3,25,2015-12-19
2015-12-19_4,4,Calvin Harris & Disciples,How Deep Is Your Love,4,2,20,2015-12-19
2015-12-19_5,5,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,5,1,54,2015-12-19
2015-12-19_6,6,PSY Featuring CL,Daddy,0,6,1,2015-12-19
2015-12-19_7,7,Dawin,Dessert,6,6,27,2015-12-19
2015-12-19_8,8,DJ Snake & AlunaGeorge,You Know You Like It,7,2,51,2015-12-19
2015-12-19_9,9,Jess Glynne,Hold My Hand,8,6,36,2015-12-19
2015-12-19_10,10,Disclosure Featuring Lorde,Magnets,10,8,11,2015-12-19
2015-12-19_11,11,Robin Schulz Featuring Francesco Yates,Sugar,9,9,19,2015-12-19
2015-12-19_12,12,David Guetta Featuring Sia & Fetty Wap,Bang My Head,16,12,8,2015-12-19
2015-12-19_13,13,Diplo & Sleepy Tom,Be Right There,14,13,14,2015-12-19
2015-12-19_14,14,Audien Featuring Lady Antebellum,Something Better,12,10,21,2015-12-19
2015-12-19_15,15,"Hermitude Featuring Big K.R.I.T., Mataya & Young Tapz",The Buzz,15,15,4,2015-12-19
2015-12-19_16,16,Disclosure Featuring Sam Smith,Omen,13,5,19,2015-12-19
2015-12-19_17,17,DJ Snake Featuring Bipolar Sunshine,Middle,17,10,7,2015-12-19
2015-12-19_18,18,Duke Dumont,Ocean Drive,18,14,17,2015-12-19
2015-12-19_19,19,ZHU x AlunaGeorge,Automatic,21,19,11,2015-12-19
2015-12-19_20,20,Zara Larsson & MNEK,Never Forget You,19,18,10,2015-12-19
2015-12-19_21,21,Kygo Featuring Ella Henderson,Here For You,23,12,13,2015-12-19
2015-12-19_22,22,Avicii,Broken Arrows,20,10,10,2015-12-19
2015-12-19_23,23,Lucas Nord Featuring Tove Lo,Run On Love,25,23,5,2015-12-19
2015-12-19_24,24,The Chainsmokers & Tritonal Featuring Emily Warren,Until You Were Gone,26,24,11,2015-12-19
2015-12-19_25,25,M.I.A.,Borders,0,25,1,2015-12-19
2015-12-19_26,26,Sigala,Easy Love,22,16,14,2015-12-19
2015-12-19_27,27,"Major Lazer Featuring MOTi, Ty Dolla $ign, Wizkid & Kranium",Boom,0,27,1,2015-12-19
2015-12-19_28,28,Yellow Claw & DJ Mustard Featuring Ty Dolla $ign & Tyga,In My Room,0,28,1,2015-12-19
2015-12-19_29,29,Dimitri Vegas & Like Mike Featuring Ne-Yo,Higher Place,29,29,5,2015-12-19
2015-12-19_30,30,Matoma & The Notorious B.I.G. Featuring Ja Rule & Ralph Tresvant,Old Thing Back,24,24,18,2015-12-19
2015-12-19_31,31,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,41,31,2,2015-12-19
2015-12-19_32,32,Dillon Francis & Kygo Featuring James Hersey,Coming Over,27,16,16,2015-12-19
2015-12-19_33,33,Grimes,Flesh Without Blood,28,18,6,2015-12-19
2015-12-19_34,34,Pitbull,FREE.K,36,34,3,2015-12-19
2015-12-19_35,35,Scotty Boy Featuring Sue Cho,Spin Spin Sugar,33,33,3,2015-12-19
2015-12-19_36,36,Faithless,Insomnia 2.0,30,23,7,2015-12-19
2015-12-19_37,37,GTA Featuring Sam Bruno,Red Lips,0,37,1,2015-12-19
2015-12-19_38,38,Alex Sensation Featuring Yandel & Shaggy,Bailame,35,35,9,2015-12-19
2015-12-19_39,39,Avicii,For A Better Day,34,17,14,2015-12-19
2015-12-19_40,40,Nytrix,Take Me Higher,32,32,4,2015-12-19
2015-12-19_41,41,The Chainsmokers,New York City,43,29,6,2015-12-19
2015-12-19_42,42,DVBBS,Never Leave,47,42,2,2015-12-19
2015-12-19_43,43,ZHU x Skrillex x THEY,Working For It,44,13,6,2015-12-19
2015-12-19_44,44,Kaskade Featuring Ilsey,Disarm You,38,15,19,2015-12-19
2015-12-19_45,45,Borgore & G-Eazy,Forbes,42,42,7,2015-12-19
2015-12-19_46,46,"Cash Cash Featuring Busta Rhymes, B.o.B & Neon Hitch",Devil,40,28,17,2015-12-19
2015-12-19_47,47,Jai Wolf,Indian Summer,31,31,6,2015-12-19
2015-12-19_48,48,Bleona,Take You Over,37,28,7,2015-12-19
2015-12-19_49,49,Robin S. & DJ Escape,Shout It Out Loud,0,49,1,2015-12-19
2015-12-19_50,50,Chaos Featuring CeCe Peniston,Believe,0,50,1,2015-12-19
2015-12-26_1,1,Major Lazer & DJ Snake Featuring MO,Lean On,0,1,41,2015-12-26
2015-12-26_2,2,The Chainsmokers Featuring Rozes,Roses,3,2,26,2015-12-26
2015-12-26_3,3,Skrillex & Diplo With Justin Bieber,Where Are U Now,2,1,42,2015-12-26
2015-12-26_4,4,Calvin Harris & Disciples,How Deep Is Your Love,4,2,21,2015-12-26
2015-12-26_5,5,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,5,1,55,2015-12-26
2015-12-26_6,6,Dawin,Dessert,7,6,28,2015-12-26
2015-12-26_7,7,PSY Featuring CL,Daddy,6,6,2,2015-12-26
2015-12-26_8,8,Kygo Featuring Maty Noyes,Stay,0,8,1,2015-12-26
2015-12-26_9,9,Jess Glynne,Hold My Hand,9,6,37,2015-12-26
2015-12-26_10,10,DJ Snake & AlunaGeorge,You Know You Like It,8,2,52,2015-12-26
2015-12-26_11,11,Robin Schulz Featuring Francesco Yates,Sugar,11,9,20,2015-12-26
2015-12-26_12,12,Disclosure Featuring Lorde,Magnets,10,8,12,2015-12-26
2015-12-26_13,13,Diplo & Sleepy Tom,Be Right There,13,13,15,2015-12-26
2015-12-26_14,14,David Guetta Featuring Sia & Fetty Wap,Bang My Head,12,12,9,2015-12-26
2015-12-26_15,15,DJ Snake Featuring Bipolar Sunshine,Middle,17,10,8,2015-12-26
2015-12-26_16,16,"Hermitude Featuring Big K.R.I.T., Mataya & Young Tapz",The Buzz,15,15,5,2015-12-26
2015-12-26_17,17,Audien Featuring Lady Antebellum,Something Better,14,10,22,2015-12-26
2015-12-26_18,18,Disclosure Featuring Sam Smith,Omen,16,5,20,2015-12-26
2015-12-26_19,19,Zara Larsson & MNEK,Never Forget You,20,18,11,2015-12-26
2015-12-26_20,20,Kygo Featuring Ella Henderson,Here For You,21,12,14,2015-12-26
2015-12-26_21,21,ZHU x AlunaGeorge,Automatic,19,19,12,2015-12-26
2015-12-26_22,22,Duke Dumont,Ocean Drive,18,14,18,2015-12-26
2015-12-26_23,23,GTA Featuring Sam Bruno,Red Lips,37,23,2,2015-12-26
2015-12-26_24,24,Avicii,Broken Arrows,22,10,11,2015-12-26
2015-12-26_25,25,Lucas Nord Featuring Tove Lo,Run On Love,23,23,6,2015-12-26
2015-12-26_26,26,Yellow Claw & DJ Mustard Featuring Ty Dolla $ign & Tyga,In My Room,28,26,2,2015-12-26
2015-12-26_27,27,Sigala,Easy Love,26,16,15,2015-12-26
2015-12-26_28,28,The Chainsmokers & Tritonal Featuring Emily Warren,Until You Were Gone,24,24,12,2015-12-26
2015-12-26_29,29,Dimitri Vegas & Like Mike Featuring Ne-Yo,Higher Place,29,29,6,2015-12-26
2015-12-26_30,30,Matoma & Astrid S,Running Out,0,30,1,2015-12-26
2015-12-26_31,31,Matoma & The Notorious B.I.G. Featuring Ja Rule & Ralph Tresvant,Old Thing Back,30,24,19,2015-12-26
2015-12-26_32,32,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,31,31,3,2015-12-26
2015-12-26_33,33,Dillon Francis & Kygo Featuring James Hersey,Coming Over,32,16,17,2015-12-26
2015-12-26_34,34,Pitbull,FREE.K,34,34,4,2015-12-26
2015-12-26_35,35,Grimes,Flesh Without Blood,33,18,7,2015-12-26
2015-12-26_36,36,DVBBS,Never Leave,42,36,3,2015-12-26
2015-12-26_37,37,Scotty Boy Featuring Sue Cho,Spin Spin Sugar,35,33,4,2015-12-26
2015-12-26_38,38,M.I.A.,Borders,25,25,2,2015-12-26
2015-12-26_39,39,Faithless,Insomnia 2.0,36,23,8,2015-12-26
2015-12-26_40,40,Avicii,For A Better Day,39,17,15,2015-12-26
2015-12-26_41,41,Alex Sensation Featuring Yandel & Shaggy,Bailame,38,35,10,2015-12-26
2015-12-26_42,42,The Chainsmokers,New York City,41,29,7,2015-12-26
2015-12-26_43,43,Felix Jaehn Featuring Polina,Book Of Love,0,43,1,2015-12-26
2015-12-26_44,44,ZHU x Skrillex x THEY,Working For It,43,13,7,2015-12-26
2015-12-26_45,45,Robin S. & DJ Escape,Shout It Out Loud,49,45,2,2015-12-26
2015-12-26_46,46,Jai Wolf,Indian Summer,47,31,7,2015-12-26
2015-12-26_47,47,"Cash Cash Featuring Busta Rhymes, B.o.B & Neon Hitch",Devil,46,28,18,2015-12-26
2015-12-26_48,48,Kaskade Featuring Ilsey,Disarm You,44,15,20,2015-12-26
2015-12-26_49,49,Chaos Featuring CeCe Peniston,Believe,50,49,2,2015-12-26
2015-12-26_50,50,Borgore & G-Eazy,Forbes,45,42,8,2015-12-26
2016-01-02_1,1,Major Lazer & DJ Snake Featuring MO,Lean On,0,1,42,2016-01-02
2016-01-02_2,2,The Chainsmokers Featuring Rozes,Roses,2,2,27,2016-01-02
2016-01-02_3,3,Skrillex & Diplo With Justin Bieber,Where Are U Now,3,1,43,2016-01-02
2016-01-02_4,4,Calvin Harris & Disciples,How Deep Is Your Love,4,2,22,2016-01-02
2016-01-02_5,5,Dawin,Dessert,6,5,29,2016-01-02
2016-01-02_6,6,PSY Featuring CL,Daddy,7,6,3,2016-01-02
2016-01-02_7,7,Robin Schulz Featuring Francesco Yates,Sugar,11,7,21,2016-01-02
2016-01-02_8,8,Jess Glynne,Hold My Hand,9,6,38,2016-01-02
2016-01-02_9,9,Disclosure Featuring Lorde,Magnets,12,8,13,2016-01-02
2016-01-02_10,10,Diplo & Sleepy Tom,Be Right There,13,10,16,2016-01-02
2016-01-02_11,11,Kygo Featuring Maty Noyes,Stay,8,8,2,2016-01-02
2016-01-02_12,12,David Guetta Featuring Sia & Fetty Wap,Bang My Head,14,12,10,2016-01-02
2016-01-02_13,13,"Hermitude Featuring Big K.R.I.T., Mataya & Young Tapz",The Buzz,16,13,6,2016-01-02
2016-01-02_14,14,DJ Snake Featuring Bipolar Sunshine,Middle,15,10,9,2016-01-02
2016-01-02_15,15,Disclosure Featuring Sam Smith,Omen,18,5,21,2016-01-02
2016-01-02_16,16,Zara Larsson & MNEK,Never Forget You,19,16,12,2016-01-02
2016-01-02_17,17,Audien Featuring Lady Antebellum,Something Better,17,10,23,2016-01-02
2016-01-02_18,18,Yellow Claw & DJ Mustard Featuring Ty Dolla $ign & Tyga,In My Room,26,18,3,2016-01-02
2016-01-02_19,19,Matoma & Astrid S,Running Out,30,19,2,2016-01-02
2016-01-02_20,20,Dimitri Vegas & Like Mike Featuring Ne-Yo,Higher Place,29,20,7,2016-01-02
2016-01-02_21,21,Kygo Featuring Ella Henderson,Here For You,20,12,15,2016-01-02
2016-01-02_22,22,Duke Dumont,Ocean Drive,22,14,19,2016-01-02
2016-01-02_23,23,Lucas Nord Featuring Tove Lo,Run On Love,25,23,7,2016-01-02
2016-01-02_24,24,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,32,24,4,2016-01-02
2016-01-02_25,25,Avicii,Broken Arrows,24,10,12,2016-01-02
2016-01-02_26,26,Sigala,Easy Love,27,16,16,2016-01-02
2016-01-02_27,27,ZHU x AlunaGeorge,Automatic,21,19,13,2016-01-02
2016-01-02_28,28,The Chainsmokers & Tritonal Featuring Emily Warren,Until You Were Gone,28,24,13,2016-01-02
2016-01-02_29,29,Matoma & The Notorious B.I.G. Featuring Ja Rule & Ralph Tresvant,Old Thing Back,31,24,20,2016-01-02
2016-01-02_30,30,Dillon Francis & Kygo Featuring James Hersey,Coming Over,33,16,18,2016-01-02
2016-01-02_31,31,GTA Featuring Sam Bruno,Red Lips,23,23,3,2016-01-02
2016-01-02_32,32,Grimes,Flesh Without Blood,35,18,8,2016-01-02
2016-01-02_33,33,DVBBS,Never Leave,36,33,4,2016-01-02
2016-01-02_34,34,Felix Jaehn Featuring Polina,Book Of Love,43,34,2,2016-01-02
2016-01-02_35,35,Robin S. & DJ Escape,Shout It Out Loud,45,35,3,2016-01-02
2016-01-02_36,36,Steve James Featuring Clarity,Renaissance,0,36,1,2016-01-02
2016-01-02_37,37,Avicii,For A Better Day,40,17,16,2016-01-02
2016-01-02_38,38,The Chainsmokers,New York City,42,29,8,2016-01-02
2016-01-02_39,39,Chaos Featuring CeCe Peniston,Believe,49,39,3,2016-01-02
2016-01-02_40,40,Mako,Smoke Filled Room,0,40,1,2016-01-02
2016-01-02_41,41,Pitbull,FREE.K,34,34,5,2016-01-02
2016-01-02_42,42,Lost Frequencies Featuring Janieck Devy,Reality,0,42,1,2016-01-02
2016-01-02_43,43,"Cash Cash Featuring Busta Rhymes, B.o.B & Neon Hitch",Devil,47,28,19,2016-01-02
2016-01-02_44,44,ZHU x Skrillex x THEY,Working For It,44,13,8,2016-01-02
2016-01-02_45,45,Alex Sensation Featuring Yandel & Shaggy,Bailame,41,35,11,2016-01-02
2016-01-02_46,46,Scotty Boy Featuring Sue Cho,Spin Spin Sugar,37,33,5,2016-01-02
2016-01-02_47,47,Martin Garrix & Tiesto,The Only Way Is Up,0,47,1,2016-01-02
2016-01-02_48,48,Borgore & G-Eazy,Forbes,50,42,9,2016-01-02
2016-01-02_49,49,Sweet Feet Music Presents Mary Wilson,Time To Move On,0,49,1,2016-01-02
2016-01-02_50,50,Jai Wolf,Indian Summer,46,31,8,2016-01-02
2016-01-09_1,1,The Chainsmokers Featuring Rozes,Roses,2,1,28,2016-01-09
2016-01-09_2,2,Major Lazer & DJ Snake Featuring MO,Lean On,1,1,43,2016-01-09
2016-01-09_3,3,Skrillex & Diplo With Justin Bieber,Where Are U Now,3,1,44,2016-01-09
2016-01-09_4,4,Calvin Harris & Disciples,How Deep Is Your Love,4,2,23,2016-01-09
2016-01-09_5,5,Dawin,Dessert,5,5,30,2016-01-09
2016-01-09_6,6,Robin Schulz Featuring Francesco Yates,Sugar,7,6,22,2016-01-09
2016-01-09_7,7,Jess Glynne,Hold My Hand,8,6,39,2016-01-09
2016-01-09_8,8,PSY Featuring CL,Daddy,6,6,4,2016-01-09
2016-01-09_9,9,Diplo & Sleepy Tom,Be Right There,10,9,17,2016-01-09
2016-01-09_10,10,Disclosure Featuring Lorde,Magnets,9,8,14,2016-01-09
2016-01-09_11,11,Kygo Featuring Maty Noyes,Stay,11,8,3,2016-01-09
2016-01-09_12,12,David Guetta Featuring Sia & Fetty Wap,Bang My Head,12,12,11,2016-01-09
2016-01-09_13,13,DJ Snake Featuring Bipolar Sunshine,Middle,14,10,10,2016-01-09
2016-01-09_14,14,Disclosure Featuring Sam Smith,Omen,15,5,22,2016-01-09
2016-01-09_15,15,"Hermitude Featuring Big K.R.I.T., Mataya & Young Tapz",The Buzz,13,13,7,2016-01-09
2016-01-09_16,16,Yellow Claw & DJ Mustard Featuring Ty Dolla $ign & Tyga,In My Room,18,16,4,2016-01-09
2016-01-09_17,17,Zara Larsson & MNEK,Never Forget You,16,16,13,2016-01-09
2016-01-09_18,18,Dimitri Vegas & Like Mike Featuring Ne-Yo,Higher Place,20,18,8,2016-01-09
2016-01-09_19,19,Matoma & Astrid S,Running Out,19,19,3,2016-01-09
2016-01-09_20,20,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,24,20,5,2016-01-09
2016-01-09_21,21,Audien Featuring Lady Antebellum,Something Better,17,10,24,2016-01-09
2016-01-09_22,22,Kygo Featuring Ella Henderson,Here For You,21,12,16,2016-01-09
2016-01-09_23,23,Duke Dumont,Ocean Drive,22,14,20,2016-01-09
2016-01-09_24,24,The Chainsmokers & Tritonal Featuring Emily Warren,Until You Were Gone,28,24,14,2016-01-09
2016-01-09_25,25,Matoma & The Notorious B.I.G. Featuring Ja Rule & Ralph Tresvant,Old Thing Back,29,24,21,2016-01-09
2016-01-09_26,26,Avicii,Broken Arrows,25,10,13,2016-01-09
2016-01-09_27,27,ZHU x AlunaGeorge,Automatic,27,19,14,2016-01-09
2016-01-09_28,28,Dillon Francis & Kygo Featuring James Hersey,Coming Over,30,16,19,2016-01-09
2016-01-09_29,29,Sigala,Easy Love,26,16,17,2016-01-09
2016-01-09_30,30,GTA Featuring Sam Bruno,Red Lips,31,23,4,2016-01-09
2016-01-09_31,31,Robin S. & DJ Escape,Shout It Out Loud,35,31,4,2016-01-09
2016-01-09_32,32,DVBBS,Never Leave,33,32,5,2016-01-09
2016-01-09_33,33,Lucas Nord Featuring Tove Lo,Run On Love,23,23,8,2016-01-09
2016-01-09_34,34,Grimes,Flesh Without Blood,32,18,9,2016-01-09
2016-01-09_35,35,Chaos Featuring CeCe Peniston,Believe,39,35,4,2016-01-09
2016-01-09_36,36,Felix Jaehn Featuring Polina,Book Of Love,34,34,3,2016-01-09
2016-01-09_37,37,The Chainsmokers,New York City,38,29,9,2016-01-09
2016-01-09_38,38,Mako,Smoke Filled Room,40,38,2,2016-01-09
2016-01-09_39,39,Steve James Featuring Clarity,Renaissance,36,36,2,2016-01-09
2016-01-09_40,40,ZHU x Skrillex x THEY,Working For It,44,13,9,2016-01-09
2016-01-09_41,41,Alex Sensation Featuring Yandel & Shaggy,Bailame,45,35,12,2016-01-09
2016-01-09_42,42,Martin Garrix & Tiesto,The Only Way Is Up,47,42,2,2016-01-09
2016-01-09_43,43,Philip George And Anton Powers,Alone No More,0,43,1,2016-01-09
2016-01-09_44,44,Lost Frequencies Featuring Janieck Devy,Reality,42,42,2,2016-01-09
2016-01-09_45,45,Avicii,For A Better Day,37,17,17,2016-01-09
2016-01-09_46,46,Pitbull,FREE.K,41,34,6,2016-01-09
2016-01-09_47,47,"Cash Cash Featuring Busta Rhymes, B.o.B & Neon Hitch",Devil,43,28,20,2016-01-09
2016-01-09_48,48,Dougie F Featuring Pitbull & 40 Cobras,On Purpose,0,48,1,2016-01-09
2016-01-09_49,49,Scotty Boy Featuring Sue Cho,Spin Spin Sugar,46,33,6,2016-01-09
2016-01-09_50,50,Borgore & G-Eazy,Forbes,48,42,10,2016-01-09
2016-01-16_1,1,The Chainsmokers Featuring Rozes,Roses,0,1,29,2016-01-16
2016-01-16_2,2,Major Lazer & DJ Snake Featuring MO,Lean On,2,1,44,2016-01-16
2016-01-16_3,3,Skrillex & Diplo With Justin Bieber,Where Are U Now,3,1,45,2016-01-16
2016-01-16_4,4,Calvin Harris & Disciples,How Deep Is Your Love,4,2,24,2016-01-16
2016-01-16_5,5,Dawin,Dessert,5,5,31,2016-01-16
2016-01-16_6,6,Robin Schulz Featuring Francesco Yates,Sugar,6,6,23,2016-01-16
2016-01-16_7,7,Jess Glynne,Hold My Hand,7,6,40,2016-01-16
2016-01-16_8,8,Disclosure Featuring Lorde,Magnets,10,8,15,2016-01-16
2016-01-16_9,9,Diplo & Sleepy Tom,Be Right There,9,9,18,2016-01-16
2016-01-16_10,10,David Guetta Featuring Sia & Fetty Wap,Bang My Head,12,10,12,2016-01-16
2016-01-16_11,11,DJ Snake Featuring Bipolar Sunshine,Middle,13,10,11,2016-01-16
2016-01-16_12,12,Kygo Featuring Maty Noyes,Stay,11,8,4,2016-01-16
2016-01-16_13,13,PSY Featuring CL,Daddy,8,6,5,2016-01-16
2016-01-16_14,14,Disclosure Featuring Sam Smith,Omen,14,5,23,2016-01-16
2016-01-16_15,15,"Hermitude Featuring Big K.R.I.T., Mataya & Young Tapz",The Buzz,15,13,8,2016-01-16
2016-01-16_16,16,Yellow Claw & DJ Mustard Featuring Ty Dolla $ign & Tyga,In My Room,16,16,5,2016-01-16
2016-01-16_17,17,Zara Larsson & MNEK,Never Forget You,17,16,14,2016-01-16
2016-01-16_18,18,Dimitri Vegas & Like Mike Featuring Ne-Yo,Higher Place,18,18,9,2016-01-16
2016-01-16_19,19,Audien Featuring Lady Antebellum,Something Better,21,10,25,2016-01-16
2016-01-16_20,20,Matoma & Astrid S,Running Out,19,19,4,2016-01-16
2016-01-16_21,21,Duke Dumont,Ocean Drive,23,14,21,2016-01-16
2016-01-16_22,22,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,20,20,6,2016-01-16
2016-01-16_23,23,The Chainsmokers & Tritonal Featuring Emily Warren,Until You Were Gone,24,23,15,2016-01-16
2016-01-16_24,24,Kygo Featuring Ella Henderson,Here For You,22,12,17,2016-01-16
2016-01-16_25,25,Avicii,Broken Arrows,26,10,14,2016-01-16
2016-01-16_26,26,Sigala,Easy Love,29,16,18,2016-01-16
2016-01-16_27,27,Pitbull,FREE.K,46,27,7,2016-01-16
2016-01-16_28,28,ZHU x AlunaGeorge,Automatic,27,19,15,2016-01-16
2016-01-16_29,29,Robin S. & DJ Escape,Shout It Out Loud,31,29,5,2016-01-16
2016-01-16_30,30,Chaos Featuring CeCe Peniston,Believe,35,30,5,2016-01-16
2016-01-16_31,31,Dillon Francis & Kygo Featuring James Hersey,Coming Over,28,16,20,2016-01-16
2016-01-16_32,32,GTA Featuring Sam Bruno,Red Lips,30,23,5,2016-01-16
2016-01-16_33,33,The Chainsmokers,New York City,37,29,10,2016-01-16
2016-01-16_34,34,Felix Jaehn Featuring Polina,Book Of Love,36,34,4,2016-01-16
2016-01-16_35,35,Lucas Nord Featuring Tove Lo,Run On Love,33,23,9,2016-01-16
2016-01-16_36,36,Grimes,Flesh Without Blood,34,18,10,2016-01-16
2016-01-16_37,37,DVBBS,Never Leave,32,32,6,2016-01-16
2016-01-16_38,38,ZHU x Skrillex x THEY,Working For It,40,13,10,2016-01-16
2016-01-16_39,39,Mako,Smoke Filled Room,38,38,3,2016-01-16
2016-01-16_40,40,Borgore & G-Eazy,Forbes,50,40,11,2016-01-16
2016-01-16_41,41,Martin Garrix & Tiesto,The Only Way Is Up,42,41,3,2016-01-16
2016-01-16_42,42,Philip George And Anton Powers,Alone No More,43,42,2,2016-01-16
2016-01-16_43,43,Alex Sensation Featuring Yandel & Shaggy,Bailame,41,35,13,2016-01-16
2016-01-16_44,44,Freischwimmer,California Dreamin,0,44,1,2016-01-16
2016-01-16_45,45,Dougie F Featuring Pitbull & 40 Cobras,On Purpose,48,45,2,2016-01-16
2016-01-16_46,46,Avicii,For A Better Day,45,17,18,2016-01-16
2016-01-16_47,47,"Major Lazer Featuring MOTi, Ty Dolla $ign, Wizkid & Kranium",Boom,0,27,2,2016-01-16
2016-01-16_48,48,Lost Frequencies Featuring Janieck Devy,Reality,44,42,3,2016-01-16
2016-01-16_49,49,The Chainsmokers Featuring Waterbed,Waterbed,0,49,2,2016-01-16
2016-01-16_50,50,Disclosure Featuring The Weeknd,Nocturnal,0,16,8,2016-01-16
2016-01-23_1,1,The Chainsmokers Featuring Rozes,Roses,0,1,30,2016-01-23
2016-01-23_2,2,Major Lazer & DJ Snake Featuring MO,Lean On,2,1,45,2016-01-23
2016-01-23_3,3,Skrillex & Diplo With Justin Bieber,Where Are U Now,3,1,46,2016-01-23
2016-01-23_4,4,Calvin Harris & Disciples,How Deep Is Your Love,4,2,25,2016-01-23
2016-01-23_5,5,Dawin,Dessert,5,5,32,2016-01-23
2016-01-23_6,6,Robin Schulz Featuring Francesco Yates,Sugar,6,6,24,2016-01-23
2016-01-23_7,7,David Guetta Featuring Sia & Fetty Wap,Bang My Head,10,7,13,2016-01-23
2016-01-23_8,8,Diplo & Sleepy Tom,Be Right There,9,8,19,2016-01-23
2016-01-23_9,9,Jess Glynne,Hold My Hand,7,6,41,2016-01-23
2016-01-23_10,10,Disclosure Featuring Lorde,Magnets,8,8,16,2016-01-23
2016-01-23_11,11,DJ Snake Featuring Bipolar Sunshine,Middle,11,10,12,2016-01-23
2016-01-23_12,12,Kygo Featuring Maty Noyes,Stay,12,8,5,2016-01-23
2016-01-23_13,13,PSY Featuring CL,Daddy,13,6,6,2016-01-23
2016-01-23_14,14,Disclosure Featuring Sam Smith,Omen,14,5,24,2016-01-23
2016-01-23_15,15,Yellow Claw & DJ Mustard Featuring Ty Dolla $ign & Tyga,In My Room,16,15,6,2016-01-23
2016-01-23_16,16,Zara Larsson & MNEK,Never Forget You,17,16,15,2016-01-23
2016-01-23_17,17,Matoma & Astrid S,Running Out,20,17,5,2016-01-23
2016-01-23_18,18,"Hermitude Featuring Big K.R.I.T., Mataya & Young Tapz",The Buzz,15,13,9,2016-01-23
