,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2017-02-11_21,21,Nicky Jam,El Amante,0,21,1,2017-02-11
2017-02-11_22,22,Carlos Vives & Shakira,La Bicicleta,19,6,29,2017-02-11
2017-02-11_23,23,MC G15,Deu Onda,14,5,5,2017-02-11
2017-02-11_24,24,The Chainsmokers,Paris,23,23,2,2017-02-11
2017-02-11_25,25,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,25,17,12,2017-02-11
2017-02-18_1,1,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,0,1,3,2017-02-18
2017-02-18_2,2,Shakira Featuring Maluma,Chantaje,3,1,11,2017-02-18
2017-02-18_3,3,Ed Sheeran,Shape Of You,2,2,4,2017-02-18
2017-02-18_4,4,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,5,4,8,2017-02-18
2017-02-18_5,5,Nicky Jam,El Amante,21,5,2,2017-02-18
2017-02-18_6,6,Ricky Martin Featuring Maluma,Vente Pa' Ca,7,5,19,2017-02-18
2017-02-18_7,7,Ariana Grande Featuring Nicki Minaj,Side To Side,6,2,23,2017-02-18
2017-02-18_8,8,The Chainsmokers Featuring Halsey,Closer,4,1,27,2017-02-18
2017-02-18_9,9,CNCO & Little Mix,Reggaeton Lento (Bailemos),9,9,6,2017-02-18
2017-02-18_10,10,The Weeknd Featuring Daft Punk,Starboy,8,3,19,2017-02-18
2017-02-18_11,11,"Maluma Featuring Bryant Myers, Noriel & Juhn",Cuatro Babys,10,6,16,2017-02-18
2017-02-18_12,12,Zion & Lennox Featuring J Balvin,Otra Vez,13,12,18,2017-02-18
2017-02-18_13,13,Calvin Harris Featuring Rihanna,This Is What You Came For,12,1,33,2017-02-18
2017-02-18_14,14,Migos Featuring Lil Uzi Vert,Bad And Boujee,18,14,5,2017-02-18
2017-02-18_15,15,Shawn Mendes,Treat You Better,15,7,27,2017-02-18
2017-02-18_16,16,The Chainsmokers,Paris,24,16,3,2017-02-18
2017-02-18_17,17,Bruno Mars,24K Magic,14,8,17,2017-02-18
2017-02-18_18,18,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,16,5,26,2017-02-18
2017-02-18_19,19,Daddy Yankee,Shaky Shaky,11,2,27,2017-02-18
2017-02-18_20,20,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),0,20,1,2017-02-18
2017-02-18_21,21,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,25,17,13,2017-02-18
2017-02-18_22,22,Daddy Yankee X Ozuna,La Rompe Corazones,0,22,1,2017-02-18
2017-02-18_23,23,Carlos Vives & Shakira,La Bicicleta,22,6,30,2017-02-18
2017-02-18_24,24,"J Balvin Featuring Pharrell Williams, BIA & Sky",Safari,19,13,15,2017-02-18
2017-02-18_25,25,Justin Bieber,Sorry,0,1,66,2017-02-18
2017-02-25_1,1,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,0,1,4,2017-02-25
2017-02-25_2,2,Shakira Featuring Maluma,Chantaje,2,1,12,2017-02-25
2017-02-25_3,3,Ed Sheeran,Shape Of You,3,2,5,2017-02-25
2017-02-25_4,4,Nicky Jam,El Amante,5,4,3,2017-02-25
2017-02-25_5,5,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,4,4,9,2017-02-25
2017-02-25_6,6,The Chainsmokers Featuring Halsey,Closer,8,1,28,2017-02-25
2017-02-25_7,7,Ricky Martin Featuring Maluma,Vente Pa' Ca,6,5,20,2017-02-25
2017-02-25_8,8,The Weeknd Featuring Daft Punk,Starboy,10,3,20,2017-02-25
2017-02-25_9,9,CNCO & Little Mix,Reggaeton Lento (Bailemos),9,9,7,2017-02-25
2017-02-25_10,10,Calvin Harris Featuring Rihanna,This Is What You Came For,13,1,34,2017-02-25
2017-02-25_11,11,The Chainsmokers,Paris,16,11,4,2017-02-25
2017-02-25_12,12,Shawn Mendes,Treat You Better,15,7,28,2017-02-25
2017-02-25_13,13,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,18,5,27,2017-02-25
2017-02-25_14,14,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),20,14,2,2017-02-25
2017-02-25_15,15,"Maluma Featuring Bryant Myers, Noriel & Juhn",Cuatro Babys,11,6,17,2017-02-25
2017-02-25_16,16,Migos Featuring Lil Uzi Vert,Bad And Boujee,14,14,6,2017-02-25
2017-02-25_17,17,Daddy Yankee,Shaky Shaky,19,2,28,2017-02-25
2017-02-25_18,18,"Dev Negi, Neha Kakkar, Monali Thakur, Ikka & Tanishk Bagchi",Badri Ki Dulhania: Title Track,0,18,1,2017-02-25
2017-02-25_19,19,Bruno Mars,24K Magic,17,8,18,2017-02-25
2017-02-25_20,20,Zion & Lennox Featuring J Balvin,Otra Vez,12,12,19,2017-02-25
2017-02-25_21,21,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,21,17,14,2017-02-25
2017-02-25_22,22,Wiz Khalifa Featuring Charlie Puth,See You Again,0,1,94,2017-02-25
2017-02-25_23,23,"J Balvin Featuring Pharrell Williams, BIA & Sky",Safari,24,13,16,2017-02-25
2017-02-25_24,24,Carlos Vives & Shakira,La Bicicleta,23,6,31,2017-02-25
2017-02-25_25,25,Justin Bieber,Sorry,25,1,67,2017-02-25
2017-03-04_1,1,Ed Sheeran,Shape Of You,3,1,6,2017-03-04
2017-03-04_2,2,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,1,1,5,2017-03-04
2017-03-04_3,3,Shakira Featuring Maluma,Chantaje,2,1,13,2017-03-04
2017-03-04_4,4,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,5,4,10,2017-03-04
2017-03-04_5,5,Nicky Jam,El Amante,4,4,4,2017-03-04
2017-03-04_6,6,The Chainsmokers Featuring Halsey,Closer,6,1,29,2017-03-04
2017-03-04_7,7,The Weeknd Featuring Daft Punk,Starboy,8,3,21,2017-03-04
2017-03-04_8,8,Ricky Martin Featuring Maluma,Vente Pa' Ca,7,5,21,2017-03-04
2017-03-04_9,9,CNCO & Little Mix,Reggaeton Lento (Bailemos),9,9,8,2017-03-04
2017-03-04_10,10,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),14,10,3,2017-03-04
2017-03-04_11,11,BTS,Spring Day,0,11,1,2017-03-04
2017-03-04_12,12,Calvin Harris Featuring Rihanna,This Is What You Came For,10,1,35,2017-03-04
2017-03-04_13,13,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,13,5,28,2017-03-04
2017-03-04_14,14,Shawn Mendes,Treat You Better,12,7,29,2017-03-04
2017-03-04_15,15,The Chainsmokers,Paris,11,11,5,2017-03-04
2017-03-04_16,16,"Maluma Featuring Bryant Myers, Noriel & Juhn",Cuatro Babys,15,6,18,2017-03-04
2017-03-04_17,17,Wiz Khalifa Featuring Charlie Puth,See You Again,22,1,95,2017-03-04
2017-03-04_18,18,"Bappi Lahiri, Anuradha Paudwal, Badshah & Tanishk Bagchi",Tamma Tamma Again,0,18,1,2017-03-04
2017-03-04_19,19,Migos Featuring Lil Uzi Vert,Bad And Boujee,16,14,7,2017-03-04
2017-03-04_20,20,Daddy Yankee,Shaky Shaky,17,2,29,2017-03-04
2017-03-04_21,21,Bruno Mars,24K Magic,19,8,19,2017-03-04
2017-03-04_22,22,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,21,17,15,2017-03-04
2017-03-04_23,23,Zion & Lennox Featuring J Balvin,Otra Vez,20,12,20,2017-03-04
2017-03-04_24,24,Justin Bieber,Sorry,25,1,68,2017-03-04
2017-03-04_25,25,Mark Ronson Featuring Bruno Mars,Uptown Funk!,0,1,95,2017-03-04
2017-03-11_1,1,Ed Sheeran,Shape Of You,0,1,7,2017-03-11
2017-03-11_2,2,Shakira Featuring Maluma,Chantaje,3,1,14,2017-03-11
2017-03-11_3,3,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,2,1,6,2017-03-11
2017-03-11_4,4,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,4,4,11,2017-03-11
2017-03-11_5,5,The Chainsmokers Featuring Halsey,Closer,6,1,30,2017-03-11
2017-03-11_6,6,The Weeknd Featuring Daft Punk,Starboy,7,3,22,2017-03-11
2017-03-11_7,7,Nicky Jam,El Amante,5,4,5,2017-03-11
2017-03-11_8,8,TWICE,Knock Knock,0,8,1,2017-03-11
2017-03-11_9,9,Ricky Martin Featuring Maluma,Vente Pa' Ca,8,5,22,2017-03-11
2017-03-11_10,10,BTS,Not Today,0,10,1,2017-03-11
2017-03-11_11,11,CNCO & Little Mix,Reggaeton Lento (Bailemos),9,9,9,2017-03-11
2017-03-11_12,12,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),10,10,4,2017-03-11
2017-03-11_13,13,Calvin Harris Featuring Rihanna,This Is What You Came For,12,1,36,2017-03-11
2017-03-11_14,14,Katy Perry Featuring Skip Marley,Chained To The Rhythm,0,14,1,2017-03-11
2017-03-11_15,15,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,13,5,29,2017-03-11
2017-03-11_16,16,Shawn Mendes,Treat You Better,14,7,30,2017-03-11
2017-03-11_17,17,The Chainsmokers & Coldplay,Something Just Like This,0,17,1,2017-03-11
2017-03-11_18,18,Migos Featuring Lil Uzi Vert,Bad And Boujee,19,14,8,2017-03-11
2017-03-11_19,19,The Chainsmokers,Paris,15,11,6,2017-03-11
2017-03-11_20,20,Wiz Khalifa Featuring Charlie Puth,See You Again,17,1,96,2017-03-11
2017-03-11_21,21,"Maluma Featuring Bryant Myers, Noriel & Juhn",Cuatro Babys,16,6,19,2017-03-11
2017-03-11_22,22,Bruno Mars,24K Magic,21,8,20,2017-03-11
2017-03-11_23,23,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,22,17,16,2017-03-11
2017-03-11_24,24,Daddy Yankee,Shaky Shaky,20,2,30,2017-03-11
2017-03-11_25,25,Kygo x Selena Gomez,It Ain't Me,0,25,1,2017-03-11
2017-03-18_1,1,Ed Sheeran,Shape Of You,0,1,8,2017-03-18
2017-03-18_2,2,Shakira Featuring Maluma,Chantaje,2,1,15,2017-03-18
2017-03-18_3,3,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,3,1,7,2017-03-18
2017-03-18_4,4,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,4,4,12,2017-03-18
2017-03-18_5,5,Nicky Jam,El Amante,7,4,6,2017-03-18
2017-03-18_6,6,The Chainsmokers Featuring Halsey,Closer,5,1,31,2017-03-18
2017-03-18_7,7,The Chainsmokers & Coldplay,Something Just Like This,17,7,2,2017-03-18
2017-03-18_8,8,Ricky Martin Featuring Maluma,Vente Pa' Ca,9,5,23,2017-03-18
2017-03-18_9,9,The Weeknd Featuring Daft Punk,Starboy,6,3,23,2017-03-18
2017-03-18_10,10,CNCO & Little Mix,Reggaeton Lento (Bailemos),11,9,10,2017-03-18
2017-03-18_11,11,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),12,10,5,2017-03-18
2017-03-18_12,12,Calvin Harris Featuring Rihanna,This Is What You Came For,13,1,37,2017-03-18
2017-03-18_13,13,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,0,13,1,2017-03-18
2017-03-18_14,14,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,15,5,30,2017-03-18
2017-03-18_15,15,Shawn Mendes,Treat You Better,16,7,31,2017-03-18
2017-03-18_16,16,Katy Perry Featuring Skip Marley,Chained To The Rhythm,14,14,2,2017-03-18
2017-03-18_17,17,Migos Featuring Lil Uzi Vert,Bad And Boujee,18,14,9,2017-03-18
2017-03-18_18,18,Wiz Khalifa Featuring Charlie Puth,See You Again,20,1,97,2017-03-18
2017-03-18_19,19,Bruno Mars,That's What I Like,0,19,1,2017-03-18
2017-03-18_20,20,Bruno Mars,24K Magic,22,8,21,2017-03-18
2017-03-18_21,21,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,23,17,17,2017-03-18
2017-03-18_22,22,Kygo x Selena Gomez,It Ain't Me,25,22,2,2017-03-18
2017-03-18_23,23,Justin Bieber,Sorry,0,1,69,2017-03-18
2017-03-18_24,24,The Chainsmokers,Paris,19,11,7,2017-03-18
2017-03-18_25,25,"Maluma Featuring Bryant Myers, Noriel & Juhn",Cuatro Babys,21,6,20,2017-03-18
2017-03-25_1,1,Ed Sheeran,Shape Of You,0,1,9,2017-03-25
2017-03-25_2,2,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,3,1,8,2017-03-25
2017-03-25_3,3,Shakira Featuring Maluma,Chantaje,2,1,16,2017-03-25
2017-03-25_4,4,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,4,4,13,2017-03-25
2017-03-25_5,5,The Weeknd Featuring Daft Punk,Starboy,9,3,24,2017-03-25
2017-03-25_6,6,Nicky Jam,El Amante,5,4,7,2017-03-25
2017-03-25_7,7,CNCO & Little Mix,Reggaeton Lento (Bailemos),10,7,11,2017-03-25
2017-03-25_8,8,Ricky Martin Featuring Maluma,Vente Pa' Ca,8,5,24,2017-03-25
2017-03-25_9,9,The Chainsmokers Featuring Halsey,Closer,6,1,32,2017-03-25
2017-03-25_10,10,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),11,10,6,2017-03-25
2017-03-25_11,11,Bruno Mars,That's What I Like,19,11,2,2017-03-25
2017-03-25_12,12,Calvin Harris Featuring Rihanna,This Is What You Came For,12,1,38,2017-03-25
2017-03-25_13,13,The Chainsmokers & Coldplay,Something Just Like This,7,7,3,2017-03-25
2017-03-25_14,14,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,14,5,31,2017-03-25
2017-03-25_15,15,Shawn Mendes,Treat You Better,15,7,32,2017-03-25
2017-03-25_16,16,Katy Perry Featuring Skip Marley,Chained To The Rhythm,16,14,3,2017-03-25
2017-03-25_17,17,Migos Featuring Lil Uzi Vert,Bad And Boujee,17,14,10,2017-03-25
2017-03-25_18,18,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,13,13,2,2017-03-25
2017-03-25_19,19,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,21,17,18,2017-03-25
2017-03-25_20,20,Wiz Khalifa Featuring Charlie Puth,See You Again,18,1,98,2017-03-25
2017-03-25_21,21,Kygo x Selena Gomez,It Ain't Me,22,21,3,2017-03-25
2017-03-25_22,22,Ariana Grande & John Legend,Beauty And The Beast,0,22,1,2017-03-25
2017-03-25_23,23,Bruno Mars,24K Magic,20,8,22,2017-03-25
2017-03-25_24,24,J Balvin Featuring Bad Bunny,Si Tu Novio Te Deja Sola,0,24,1,2017-03-25
2017-03-25_25,25,Justin Bieber,Sorry,23,1,70,2017-03-25
2017-04-01_1,1,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,2,1,9,2017-04-01
2017-04-01_2,2,Ed Sheeran,Shape Of You,1,1,10,2017-04-01
2017-04-01_3,3,Shakira Featuring Maluma,Chantaje,3,1,17,2017-04-01
2017-04-01_4,4,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,4,4,14,2017-04-01
2017-04-01_5,5,CNCO & Little Mix,Reggaeton Lento (Bailemos),7,5,12,2017-04-01
2017-04-01_6,6,Bruno Mars,That's What I Like,11,6,3,2017-04-01
2017-04-01_7,7,The Weeknd Featuring Daft Punk,Starboy,5,3,25,2017-04-01
2017-04-01_8,8,Nicky Jam,El Amante,6,4,8,2017-04-01
2017-04-01_9,9,Ricky Martin Featuring Maluma,Vente Pa' Ca,8,5,25,2017-04-01
2017-04-01_10,10,The Chainsmokers Featuring Halsey,Closer,9,1,33,2017-04-01
2017-04-01_11,11,Calvin Harris Featuring Rihanna,This Is What You Came For,12,1,39,2017-04-01
2017-04-01_12,12,The Chainsmokers & Coldplay,Something Just Like This,13,7,4,2017-04-01
2017-04-01_13,13,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),10,10,7,2017-04-01
2017-04-01_14,14,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,14,5,32,2017-04-01
2017-04-01_15,15,Katy Perry Featuring Skip Marley,Chained To The Rhythm,16,14,4,2017-04-01
2017-04-01_16,16,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,18,13,3,2017-04-01
2017-04-01_17,17,Wiz Khalifa Featuring Charlie Puth,See You Again,20,1,99,2017-04-01
2017-04-01_18,18,Shawn Mendes,Treat You Better,15,7,33,2017-04-01
2017-04-01_19,19,Kygo x Selena Gomez,It Ain't Me,21,19,4,2017-04-01
2017-04-01_20,20,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,19,17,19,2017-04-01
2017-04-01_21,21,Justin Bieber,Sorry,25,1,71,2017-04-01
2017-04-01_22,22,Bruno Mars,24K Magic,23,8,23,2017-04-01
2017-04-01_23,23,Migos Featuring Lil Uzi Vert,Bad And Boujee,17,14,11,2017-04-01
2017-04-01_24,24,Daddy Yankee X Ozuna,La Rompe Corazones,0,22,2,2017-04-01
2017-04-01_25,25,Maroon 5,Sugar,0,1,66,2017-04-01
2017-04-08_1,1,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,0,1,10,2017-04-08
2017-04-08_2,2,Ed Sheeran,Shape Of You,2,1,11,2017-04-08
2017-04-08_3,3,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,4,3,15,2017-04-08
2017-04-08_4,4,Shakira Featuring Maluma,Chantaje,3,1,18,2017-04-08
2017-04-08_5,5,Bruno Mars,That's What I Like,6,5,4,2017-04-08
2017-04-08_6,6,CNCO & Little Mix,Reggaeton Lento (Bailemos),5,5,13,2017-04-08
2017-04-08_7,7,Nicky Jam,El Amante,8,4,9,2017-04-08
2017-04-08_8,8,The Weeknd Featuring Daft Punk,Starboy,7,3,26,2017-04-08
2017-04-08_9,9,The Chainsmokers Featuring Halsey,Closer,10,1,34,2017-04-08
2017-04-08_10,10,Ricky Martin Featuring Maluma,Vente Pa' Ca,9,5,26,2017-04-08
2017-04-08_11,11,The Chainsmokers & Coldplay,Something Just Like This,12,7,5,2017-04-08
2017-04-08_12,12,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,14,5,33,2017-04-08
2017-04-08_13,13,Calvin Harris Featuring Rihanna,This Is What You Came For,11,1,40,2017-04-08
2017-04-08_14,14,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,16,13,4,2017-04-08
2017-04-08_15,15,Wiz Khalifa Featuring Charlie Puth,See You Again,17,1,100,2017-04-08
2017-04-08_16,16,Shawn Mendes,Treat You Better,18,7,34,2017-04-08
2017-04-08_17,17,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),13,10,8,2017-04-08
2017-04-08_18,18,Katy Perry Featuring Skip Marley,Chained To The Rhythm,15,14,5,2017-04-08
2017-04-08_19,19,Kygo x Selena Gomez,It Ain't Me,19,19,5,2017-04-08
2017-04-08_20,20,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,20,17,20,2017-04-08
2017-04-08_21,21,Maroon 5,Sugar,25,1,67,2017-04-08
2017-04-08_22,22,Daddy Yankee X Ozuna,La Rompe Corazones,24,22,3,2017-04-08
2017-04-08_23,23,Justin Bieber,Sorry,21,1,72,2017-04-08
2017-04-08_24,24,Mark Ronson Featuring Bruno Mars,Uptown Funk!,0,1,96,2017-04-08
2017-04-08_25,25,Bruno Mars,24K Magic,22,8,24,2017-04-08
2017-04-15_1,1,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,0,1,11,2017-04-15
2017-04-15_2,2,Ed Sheeran,Shape Of You,2,1,12,2017-04-15
2017-04-15_3,3,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,3,3,16,2017-04-15
2017-04-15_4,4,Shakira Featuring Maluma,Chantaje,4,1,19,2017-04-15
2017-04-15_5,5,Bruno Mars,That's What I Like,5,5,5,2017-04-15
2017-04-15_6,6,CNCO & Little Mix,Reggaeton Lento (Bailemos),6,5,14,2017-04-15
2017-04-15_7,7,Nicky Jam,El Amante,7,4,10,2017-04-15
2017-04-15_8,8,The Weeknd Featuring Daft Punk,Starboy,8,3,27,2017-04-15
2017-04-15_9,9,The Chainsmokers Featuring Halsey,Closer,9,1,35,2017-04-15
2017-04-15_10,10,Ricky Martin Featuring Maluma,Vente Pa' Ca,10,5,27,2017-04-15
2017-04-15_11,11,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,12,5,34,2017-04-15
2017-04-15_12,12,The Chainsmokers & Coldplay,Something Just Like This,11,7,6,2017-04-15
2017-04-15_13,13,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,14,13,5,2017-04-15
2017-04-15_14,14,Calvin Harris Featuring Rihanna,This Is What You Came For,13,1,41,2017-04-15
2017-04-15_15,15,Wiz Khalifa Featuring Charlie Puth,See You Again,15,1,101,2017-04-15
2017-04-15_16,16,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,0,16,1,2017-04-15
2017-04-15_17,17,Shawn Mendes,Treat You Better,16,7,35,2017-04-15
2017-04-15_18,18,Prince Royce & Shakira,Deja Vu,0,18,1,2017-04-15
2017-04-15_19,19,Kygo x Selena Gomez,It Ain't Me,19,19,6,2017-04-15
2017-04-15_20,20,Katy Perry Featuring Skip Marley,Chained To The Rhythm,18,14,6,2017-04-15
2017-04-15_21,21,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,20,17,21,2017-04-15
2017-04-15_22,22,Justin Bieber,Sorry,23,1,73,2017-04-15
2017-04-15_23,23,Maroon 5,Sugar,21,1,68,2017-04-15
2017-04-15_24,24,Taylor Swift,Shake It Off,0,3,78,2017-04-15
2017-04-15_25,25,J Balvin Featuring Bad Bunny,Si Tu Novio Te Deja Sola,0,24,2,2017-04-15
2017-04-22_1,1,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,0,1,12,2017-04-22
2017-04-22_2,2,Ed Sheeran,Shape Of You,2,1,13,2017-04-22
2017-04-22_3,3,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,3,3,17,2017-04-22
2017-04-22_4,4,Shakira Featuring Maluma,Chantaje,4,1,20,2017-04-22
2017-04-22_5,5,Bruno Mars,That's What I Like,5,5,6,2017-04-22
2017-04-22_6,6,CNCO & Little Mix,Reggaeton Lento (Bailemos),6,5,15,2017-04-22
2017-04-22_7,7,Nicky Jam,El Amante,7,4,11,2017-04-22
2017-04-22_8,8,The Weeknd Featuring Daft Punk,Starboy,8,3,28,2017-04-22
2017-04-22_9,9,The Chainsmokers Featuring Halsey,Closer,9,1,36,2017-04-22
2017-04-22_10,10,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,13,10,6,2017-04-22
2017-04-22_11,11,Ricky Martin Featuring Maluma,Vente Pa' Ca,10,5,28,2017-04-22
2017-04-22_12,12,The Chainsmokers & Coldplay,Something Just Like This,12,7,7,2017-04-22
2017-04-22_13,13,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,11,5,35,2017-04-22
2017-04-22_14,14,Kendrick Lamar,Humble.,0,14,1,2017-04-22
2017-04-22_15,15,Calvin Harris Featuring Rihanna,This Is What You Came For,14,1,42,2017-04-22
2017-04-22_16,16,Wiz Khalifa Featuring Charlie Puth,See You Again,15,1,102,2017-04-22
2017-04-22_17,17,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,16,16,2,2017-04-22
2017-04-22_18,18,MC Kevinho,O Grave Bater,0,18,1,2017-04-22
2017-04-22_19,19,Shawn Mendes,Treat You Better,17,7,36,2017-04-22
2017-04-22_20,20,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,21,17,22,2017-04-22
2017-04-22_21,21,"Chris Jeday, Anuel, Cardi B, Offset, J. Balvin, Ozuna & Arcangel",Ahora Dice,0,21,1,2017-04-22
2017-04-22_22,22,Justin Bieber,Sorry,22,1,74,2017-04-22
2017-04-22_23,23,Kygo x Selena Gomez,It Ain't Me,19,19,7,2017-04-22
2017-04-22_24,24,J Balvin Featuring Bad Bunny,Si Tu Novio Te Deja Sola,25,24,3,2017-04-22
2017-04-22_25,25,Maroon 5,Sugar,23,1,69,2017-04-22
2017-04-29_1,1,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,0,1,13,2017-04-29
2017-04-29_2,2,Ed Sheeran,Shape Of You,2,1,14,2017-04-29
2017-04-29_3,3,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,3,3,18,2017-04-29
2017-04-29_4,4,Shakira Featuring Maluma,Chantaje,4,1,21,2017-04-29
2017-04-29_5,5,Bruno Mars,That's What I Like,5,5,7,2017-04-29
2017-04-29_6,6,CNCO & Little Mix,Reggaeton Lento (Bailemos),6,5,16,2017-04-29
2017-04-29_7,7,The Weeknd Featuring Daft Punk,Starboy,8,3,29,2017-04-29
2017-04-29_8,8,Nicky Jam,El Amante,7,4,12,2017-04-29
2017-04-29_9,9,The Chainsmokers Featuring Halsey,Closer,9,1,37,2017-04-29
2017-04-29_10,10,The Chainsmokers & Coldplay,Something Just Like This,12,7,8,2017-04-29
2017-04-29_11,11,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,13,5,36,2017-04-29
2017-04-29_12,12,Ricky Martin Featuring Maluma,Vente Pa' Ca,11,5,29,2017-04-29
2017-04-29_13,13,Kendrick Lamar,Humble.,14,13,2,2017-04-29
2017-04-29_14,14,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,10,10,7,2017-04-29
2017-04-29_15,15,"Chris Jeday, Anuel, Cardi B, Offset, J. Balvin, Ozuna & Arcangel",Ahora Dice,21,15,2,2017-04-29
2017-04-29_16,16,MC Kevinho,O Grave Bater,18,16,2,2017-04-29
2017-04-29_17,17,Calvin Harris Featuring Rihanna,This Is What You Came For,15,1,43,2017-04-29
2017-04-29_18,18,Kygo x Selena Gomez,It Ain't Me,23,18,8,2017-04-29
2017-04-29_19,19,Shawn Mendes,Treat You Better,19,7,37,2017-04-29
2017-04-29_20,20,Wiz Khalifa Featuring Charlie Puth,See You Again,16,1,103,2017-04-29
2017-04-29_21,21,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,Sin Contrato,20,17,23,2017-04-29
2017-04-29_22,22,Justin Bieber,Sorry,22,1,75,2017-04-29
2017-04-29_23,23,Maroon 5,Sugar,25,1,70,2017-04-29
2017-04-29_24,24,Arcangel X Bad Bunny,Me Acostumbre,0,24,1,2017-04-29
2017-04-29_25,25,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,17,16,3,2017-04-29
2017-05-06_1,1,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,0,1,14,2017-05-06
2017-05-06_2,2,Ed Sheeran,Shape Of You,2,1,15,2017-05-06
2017-05-06_3,3,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,3,3,19,2017-05-06
2017-05-06_4,4,Bruno Mars,That's What I Like,5,4,8,2017-05-06
2017-05-06_5,5,Shakira Featuring Maluma,Chantaje,4,1,22,2017-05-06
2017-05-06_6,6,CNCO & Little Mix,Reggaeton Lento (Bailemos),6,5,17,2017-05-06
2017-05-06_7,7,Nicky Jam,El Amante,8,4,13,2017-05-06
